A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,F7,F8,F9,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
50,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,Wi-Fi,Education/Pembelajaran,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Tidak pernah,No / Tidak,Tidak pernah,Tidak pernah,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3
43,Female / Perempuan,PhD,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Hotspot,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
50,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",No / Tidak,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
38,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,In-App communication/ Komunikasi dalam Aplikasi,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,"Lebih RM 11,000",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2
43,Female / Perempuan,Master,Swasta,"Lebih RM 11,000",Yes / Ya,Apple IOS,Broadband,"Communication/ Komunikasi, Entertainment/Hiburan, Business/ Perniagaan",Basic / Tahap Asas,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40,Female / Perempuan,Degree,Swasta,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,In-App communication/ Komunikasi dalam Aplikasi,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40,Female / Perempuan,Degree,Swasta,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Apple IOS,Wi-Fi,"Communication/ Komunikasi, Entertainment/Hiburan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,In-App communication/ Komunikasi dalam Aplikasi,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40,Female / Perempuan,Diploma,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2
44,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
60,Female / Perempuan,Degree,Pesara Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Master,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1
45,Female / Perempuan,Diploma,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Mungkin,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2
43,Female / Perempuan,Degree,Kerajaan,"Lebih RM 11,000",Yes / Ya,Apple IOS,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Kerja seharian",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,3,3,3,3,3,2,2,3,2,3,3,3
43,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Pekerjaan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
54,Female / Perempuan,Sijil,Suri rumah,Bawah RM 2500,Yes / Ya,Apple IOS,Wi-Fi,Communication/ Komunikasi,None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,2,2,3,2,3,2,2,2,2,2,2,2
43,Female / Perempuan,Degree,Kerajaan,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Android,Mobile data,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3
43,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,Education/Pembelajaran,Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Choose tutor/ Pilih tutor.,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
43,Female / Perempuan,Degree,Housewife ,"RM 2,500 ï¿½ï¿½ï¿½ ",Yes / Ya,Apple IOS,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Offline learning / Pembelajaran luar talian, Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
43,Female / Perempuan,Degree,Swasta,"Lebih RM 11,000",Yes / Ya,Apple IOS,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Intuitive Interface / Antara Muka Intuitif (mudah difahami), Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Offline learning / Pembelajaran luar talian, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,3,3,3,2,3,2,3,3,2,1,3,3,3,3,3
43,Female / Perempuan,Degree,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Broadband, Hotspot","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz, Progress bar / Bar Kemajuan",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Diploma,House wife,Nil,Yes / Ya,Android,Broadband,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,Education/Pembelajaran,Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Reminder or Push Notification / Pemberitahuan Peringatan atau Notifikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Apple IOS,Hotspot,Communication/ Komunikasi,Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Quiz / Kuiz",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
43,Female / Perempuan,Degree,Surirumah,Bawah RM 2500,Yes / Ya,Android,"Wi-Fi, Broadband","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2
43,Female / Perempuan,Diploma,Kerajaan,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Keperluan dalam pekerjaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,mengikut masa yang sesuai dgn waktu kerja saya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,2,2,2,2,3,2,2,2,2,2,2,2,3,1
46,Female / Perempuan,Diploma,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Wi-Fi,Working purpose,Basic / Tahap Asas,No / Tidak,mungkin,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Intuitive Interface / Antara Muka Intuitif (mudah difahami),Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,2,3,3,2,2,3,2,2,2,3,3,3,2,3,2
43,Female / Perempuan,Degree,Swasta,Bawah RM 2500,Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",Basic / Tahap Asas,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2
43,Female / Perempuan,Degree,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,Hotspot,"Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,"Choose tutor/ Pilih tutor., Gamification / Gamifikasi, Intuitive Interface / Antara Muka Intuitif (mudah difahami)",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,Female / Perempuan,Degree,Self Employed,Bawah RM 2500,Yes / Ya,Android,Wi-Fi,"Communication/ Komunikasi, Education/Pembelajaran, Business/ Perniagaan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,Yes / Ya,No / Tidak,Yes / Ya,Yes / Ya,"Quiz / Kuiz, Offline learning / Pembelajaran luar talian",Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
43,Female / Perempuan,Degree,Swasta,"RM 5,000 ï¿½ï¿½ï¿½ R",Yes / Ya,Android,"Wi-Fi, Own data","Communication/ Komunikasi, Education/Pembelajaran, Entertainment/Hiburan",None / Tiada asas,No / Tidak,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,Yes / Ya,No / Tidak,No / Tidak,Yes / Ya,No / Tidak,Depends on free time,Learn online, Depends on the free time,Yes / Ya,Yes / Ya,"In-App communication/ Komunikasi dalam Aplikasi, Gamification / Gamifikasi, Quiz / Kuiz",Yes / Ya,Not sure,Yes / Ya,Yes / Ya,Not sure,Yes / Ya,Not sure,Yes / Ya,Yes / Ya,3,3,3,3,3,3,2,3,2,2,3,2,2,3,3
